Isolate	AMIKACIN	AMOXICILLIN	CAPREOMYCIN	CIPROFLOXACIN	CYCLOSERINE	ETHAMBUTOL	ETHIONAMIDE	ISONIAZID	KANAMYCIN	MOXIFLOXACIN	OFLOXACIN	PARA_AMINOSALICYLIC_ACID	PROTHIONAMIDE	PYRAZINAMIDE	RIFAMPICIN	STREPTOMYCIN
SAMN07658942						S		S						S	S	
SAMN07658947						S		S						S	S	
SAMN07658949						S		S						S	S	
SAMN07658951						S		S						S	S	
SAMN07658958						S		S						S	S	
SAMN07658959						S		S						S	S	
SAMN07658962						S		S						S	S	
SAMN07658969						S		S						S	S	
SAMN07658978						S		S						S	S	
SAMN07658983														S		
SAMN07658985						S		R						S	S	
SAMN07658987						S		S						S	S	
SAMN07658988						S		S						S	S	
SAMN07658992						S		S						S	S	
SAMN07658993						S		S						S	S	
SAMN07658994						S		S						S	S	
SAMN07658995						S		S						S	S	
SAMN07659006						S		R						S	S	
SAMN07659007						S		S						S	S	
SAMN07659008						S		S						S	S	
SAMN07659009						S		S						S	S	
SAMN07659016						S		S						S	S	
SAMN07659017						S		S						S	S	
SAMN07659020						S		S						S	S	
SAMN07659021						S		S						S	S	
SAMN07659025						S		S						S	S	
SAMN07659027						S		S						S	S	
SAMN07659031						S		S						S	S	
SAMN07659033						S		S						S	S	
SAMN07659036						S		R						S	S	
SAMN07659042						S		S						S	S	
SAMN07659044						S		S						S	S	
SAMN07659045						S		S						S	S	
SAMN07659048						S		S						S	S	
SAMN07659052						S		S						S	S	
SAMN07659054						S		R						S	S	
SAMN07659055						S		R						S	S	
SAMN07659057						S		S						S	S	
SAMN07659059						S		S						S	S	
SAMN07659060						S		S						S	S	
SAMN07659064						S		S						S	S	
SAMN07659066						S		S						S	S	
SAMN07659069						S		S							S	
SAMN07659075						S		S						S	S	
SAMN07659077						S		S						S	S	
SAMN07659081						S		S						S	S	
SAMN07659089						S		S						S	S	
SAMN07659096						S		S						S	S	
SAMN07659097						S		S						S	S	
SAMN07659100						S		S						S	S	
SAMN07659105						S		S						S	S	
SAMN07659108								R						R	R	
SAMN07659109						S		S						S	S	
SAMN07659112						S		S						S	S	
SAMN07659114						S		S						S	S	
SAMN07659115						S		S						S	S	
SAMN07659117						R		R							R	
SAMN07659119						S		S						S	S	
SAMN07659326						S		S						S	S	
SAMN07659328						S		S						S	S	
SAMN07659329						S		S						S	S	
SAMN07659330								S						S	S	
SAMN07659337						S		S						S	S	
SAMN07659341						S		S						S	S	
SAMN07659342						S		S						S	S	
SAMN07659343						R		R							S	
SAMN07659344						S		S						S	S	
SAMN07659351						S		S						S	S	
SAMN07659353						S		S						S	S	
SAMN07659362						S		S						S	S	
SAMN07659366						S		S						S	S	
SAMN07659371						S		R						S	S	
SAMN07659376						S		S						S	S	
SAMN07659378						S		S						S	S	
SAMN07659380						S		S						S	S	
SAMN07659382						S		R						S	S	
SAMN07659383						S		S						S	S	
SAMN07659384						S		R						S	S	
SAMN07659385						S		S						S	S	
SAMN07659387						S		R						S	S	
SAMN07659388								R							R	
SAMN07659392						S		S						S	S	
SAMN07659394						S		R						S	S	
SAMN07659407						S		S						S	S	
SAMN07659410						S								S		
SAMN07659412						S		S						S	S	
SAMN07659414						S		S						S	S	
SAMN07659415						S		S						S	S	
SAMN07659418						S		S							S	
SAMN07659419						S		S						S	S	
SAMN07659425						S		S						R	S	
SAMN07659427						S		S						S	S	
SAMN07659430						S		S						S	S	
SAMN07659432						S		S						S	S	
SAMN07659434						S		S						S	S	
SAMN07659436						S		R						S		
SAMN07659437						S		S						S	S	
SAMN07659443						S		S						S	S	
SAMN07659449						S		S						S	S	
SAMN07659451						S		S						S	S	
SAMN07659454						S		S						S	S	
SAMN07659455						S		S						S	S	
SAMN07659456						S		S						S	S	
SAMN07659458						S		S						S	S	
SAMN07659468						R		R						R	R	
SAMN07659473						S		S						S	S	
SAMN07659475						S		S						S	S	
SAMN07659477						S		S						S	S	
SAMN07659485						S		S						S	S	
SAMN07659490						S		S						S	S	
SAMN07659499						S		S						S	S	
SAMN07659502						S		S						S	S	
SAMN07659506						S		S						S	S	
SAMN07659508						S		S						S	S	
SAMN07659509						S		S						S	S	
SAMN07659513						S		S						S	S	
SAMN07659517						S		S						S	S	
SAMN07659519						S		R						S	S	
SAMN07659521						S		S						S	S	
SAMN07659524						S		S						S	S	
SAMN07659525						S		S						S	S	
SAMN07659526						S		S						S	S	
SAMN07659532						S		S						S	S	
SAMN07659540						S		S							S	
SAMN07659554						S										
SAMN07659555						S		S						S	S	
SAMN07659557						S		S						S	S	
SAMN07659562						S		S						S	S	
SAMN07659574						S		S						S	S	
SAMN07659575						S		S						S	S	
SAMN07659576						S		S						S	S	
SAMN07659584						S		S						S	S	
SAMN07659586						S		S						S	S	
SAMN07659590						S		S							S	
SAMN07659595						S		S						S	S	
SAMN07659596						S		S							S	
SAMN07659599						S		S						S	S	
SAMN07659602						S		S						S	S	
SAMN07659603						S		S						S	S	
SAMN07659604						S		S						S	S	
SAMN07659606						S		S						S	S	
SAMN07659610						S		S						S	S	
SAMN07659614						S		S						S	S	
SAMN07659618						S		S						S	S	
SAMN07659619						S		S						S	S	
SAMN07659621						S		S						S	S	
SAMN07659627						S		S							S	
SAMN07659631						S		S						S	S	
SAMN07659632						S		S						S	S	
SAMN07659634						S		S						S	S	
SAMN07659642						S		S						S	S	
SAMN07659650						S		R						S	R	
SAMN07659652						S		S						S	S	
SAMN07659654						S		S						S	S	
SAMN07659656						S		S						S	S	
SAMN07659660						S		S						S	S	
SAMN07659661						S		S						S	S	
SAMN07659670						S		S						S	S	
SAMN07659673						S		S						S	S	
SAMN07659676						S		S						S	S	
SAMN07659677						S		S						S	S	
SAMN07659679						S		S							S	
SAMN07659681						S		S						S	S	
SAMN07659686						S		S						S	S	
SAMN07659689						S		S						S	S	
SAMN07659690						S		S						S	S	
SAMN07659691						S		S						S	S	
SAMN07659693						S									S	
SAMN07659695						S		R						S	S	
SAMN07659702						S		S						S	S	
SAMN07659706						S		S						S	S	
SAMN07659708						S		S						S	S	
SAMN07659709						S		S						S	S	
SAMN07659714						S		S						S	S	
SAMN07659715						S		S						S	S	
SAMN07659717						S		R						S	S	
SAMN07659718						S		S						S	S	
SAMN07659722						S		S						S	S	
SAMN07659732						S		S						S	S	
SAMN07659734						S		S						S	S	
SAMN07659735						S		S							S	
SAMN07659756						S		S						S	S	
SAMN07659759						S		S						S	S	
SAMN07659761						S		S						S	S	
SAMN07659769						S		R						S	S	
SAMN07659770						S		S						S	S	
SAMN07659771						S		S						S	R	
SAMN07659781						S		S						S	S	
SAMN07659787						R		R							R	
SAMN07659790						S		S						S	S	
SAMN07659793						S		R						S	S	
SAMN07659798						S		R						S		
SAMN07659803						S		S						S	S	
SAMN07659805						S		S						S	S	
SAMN07659808						S		R						S	S	
SAMN07659809						S		S						S	S	
SAMN07659815						S		S						S	S	
SAMN07659820						S		S							S	
SAMN07659823						S		S						S	S	
SAMN07659824						S		S						S	S	
SAMN07659826						S								S	S	
SAMN07659828						S		S						S	S	
SAMN07659829						S		S						S	S	
SAMN07659832						S		S						S	S	
SAMN07659834						S		S						S	S	
SAMN07659835						S		S						S	S	
SAMN07659838						S		S						S	S	
SAMN07659844						S		S						S	S	
SAMN07659851						S		S						S	S	
SAMN07659859						S		S							S	
SAMN07659860						S		S						S	S	
SAMN07659862						S		S						S	S	
SAMN07659874						S		S						S	S	
SAMN07659879						S		S						S	S	
SAMN07659882						S		S						S	S	
SAMN07659885						S		R						R	R	
SAMN07659891						S		S						S	S	
SAMN07659905						S		S						S	S	
SAMN07659910						S		S						S	S	
SAMN07659912						S		S						S	S	
SAMN07659917						S		S						S	S	
SAMN07659929						S		S						S	S	
SAMN07659930						S		S						S	S	
SAMN07659933						S		R						S	S	
SAMN07659937						S		S						S	S	
SAMN07659939						S		S						S	S	
SAMN07659941						S		S						S	S	
SAMN07659942						S		S						S	S	
SAMN07659943						R		R							R	
SAMN07659951						S		S						S	S	
SAMN07659952						S		S						S	S	
SAMN07659956						S		S						S	R	
SAMN07659960						R		R						R	R	
SAMN07659964						S		S						S	S	
SAMN07659965						S		S						S	S	
SAMN07659966						S		S						S	S	
SAMN07659968						S		S						S	S	
SAMN07659969						S		S							S	
SAMN07659972						S		S						S	S	
SAMN07659981						S		R							R	
SAMN07659982						S		S						S	S	
SAMN07659986						S		S						S	S	
SAMN07659988						S		S						S	S	
SAMN07659989						S		S						S	S	
SAMN07659990						S		S						S	S	
SAMN07659991						S									S	
SAMN07659995						S		S						S	S	
SAMN07659997						S		S						S	S	
SAMN07659999						S		S						S	S	
SAMN07660000						S		S						S	S	
SAMN07660002						S		S						S	S	
SAMN07660005						S		S						S	S	
SAMN07660009						S		S						S	S	
SAMN07660011						S		S						S	S	
SAMN07660012						S		S						S	S	
SAMN07660015						S		S						S	S	
SAMN07660017						S		S						S	S	
SAMN07660020						S		S						S	S	
SAMN07660022						S		S						S	S	
SAMN07660026						S		S						S	S	
SAMN07660028						S		S						S	S	
SAMN07660031						S		S						S	S	
SAMN07660040						S		S						S	S	
SAMN07660043						S		S						S	S	
SAMN07660044						S		S						S	S	
SAMN07660049						S		S						S	S	
SAMN07660055						S		S						S	S	
SAMN07660056						S		S							S	
SAMN07660057						S		S						S	S	
SAMN07660063						S		S						S	S	
SAMN07660067						S		S						S	S	
SAMN07660068						S		S							S	
SAMN07660069						S		S						S	S	
SAMN07660070						S		S						S	S	
SAMN07660073						S								R		
SAMN07660074						S		S						S	S	
SAMN07660077						S		S						S	S	
SAMN07660078						S		S						S	S	
SAMN07660080						S		S						S	S	
SAMN07660082						S		S						S	S	
SAMN07660085						S		S						S	S	
SAMN07660086						S		S						S	S	
SAMN07660096						S		S						S	S	
SAMN07660097						S		S						S	S	
SAMN07660100						S		S						S	S	
SAMN07660101						S		S						S	S	
SAMN07660103						S		S						S	S	
SAMN07660104						S		S						S	S	
SAMN07660108						S		S						S	S	
SAMN07660111						S		S							S	
SAMN07660112						S		S						S	S	
SAMN07660114						S		S						S	S	
SAMN07660115								R						R		
SAMN07660116						S		S						S	S	
SAMN07660123						S		S						S	S	
SAMN07660133						S		S						R	S	
SAMN07660137						S		S						S	S	
SAMN07660141						S		R						S	S	
SAMN07660146						S		S						S	S	
SAMN07660147						S		S						S	S	
SAMN07660153						S		S						S	S	
SAMN07660155						S		S						S	S	
SAMN07660156						S										
SAMN07660157						S								S	S	
SAMN07660158						S		S						S	S	
SAMN07660160						S		S						S	S	
SAMN07660165						S		S						S	S	
SAMN07660167						S		S						S	S	
SAMN07660170														S		
SAMN07660172						S		S						S	S	
SAMN07660178						S		S						S	S	
SAMN07660186						S		S						S	S	
SAMN07660188														S		
SAMN07660190						S		S						S	S	
SAMN07660198						S		S						S	S	
SAMN07660202						S		S						S	S	
SAMN07660206						S		S						S	S	
SAMN07660208						S		S						S	S	
SAMN07660210						S		S						S	S	
SAMN07660213						S		S						S	S	
SAMN07660216						S		S						S	S	
SAMN07660217						S		S						S	S	
SAMN07660218						S		S						S	S	
SAMN07660221						S		S						S	S	
SAMN07660223						S		S						S	S	
SAMN07660224						S		S						S	S	
SAMN07660226						S		S						S	S	
SAMN07660227						S		S							S	
SAMN07660228						S		S						S	S	
SAMN07660229						S		S						S	S	
SAMN07660234						S		S						S	S	
SAMN07660236						S		S							S	
SAMN07660248														S		
SAMN07660255						S		S						S	S	
SAMN07660262						S		S						S	S	
SAMN07660263						S		S						S	S	
SAMN07660266						S		S						S	S	
SAMN07660270						S		S						S	S	
SAMN07660272						S		S						S	S	
SAMN07660283						S		S						S	S	
SAMN07660286						S		S						S	S	
SAMN07660289						S		S						S	S	
SAMN07660300						S		R						S	R	
SAMN07660303						S		S						S	S	
SAMN07660305						S		R						S	R	
SAMN07660307						S		S						S	S	
SAMN07660311						S		S						S	S	
SAMN07660313						S		S						S	S	
SAMN07660314						S		S						S	S	
SAMN07660316						S		R						S	S	
SAMN07660318						S										
SAMN07660323						S		S						S	S	
SAMN07660326						S		S						S	S	
SAMN07660336						S		S						S	S	
SAMN07660342						S		S						S	S	
SAMN07660345						S		R							S	
SAMN07660346						S		S						S	S	
SAMN07660349						S		S						S	S	
SAMN07660352						S		S						S	S	
SAMN07660358						S		S						S	S	
SAMN07660359						S		S						S	S	
SAMN07660370						S		S						S	S	
SAMN07660371						S		S						S	S	
SAMN07660373						S										
SAMN07660374						S		S						S	S	
SAMN07660375						S		S						S	S	
SAMN07660377								R						R	R	
SAMN07660378						S		R						S	R	
SAMN07660385						S		R							R	
SAMN07660386						S		R						S	S	
SAMN07660397														S		
SAMN07660398						S		R							R	
SAMN07660401						S		S						S	S	
SAMN07660419						S		S						S	S	
SAMN07660425						S		S						S	S	
SAMN07660426						S		S						S	S	
SAMN07660435						S		S						S	S	
SAMN07660436						S		S						S	S	
SAMN07660440						S		S						S	S	
SAMN07660441						R		R							R	
SAMN07660443						S								S		
SAMN07660450						S		S						S	S	
SAMN07660451						S		S						S	S	
SAMN07660453						S									S	
SAMN07660454						S		S						S	S	
SAMN07660455						S		S						S	S	
SAMN07660461						S		S						S	S	
SAMN07660462						S		S						S	S	
SAMN07660463						S		S						S	S	
SAMN07660464						S		S						S	S	
SAMN07660466						S		S						S	S	
SAMN07660470						S		S						S	S	
SAMN07660478						S		S						S	S	
SAMN07765858						S		S							S	S
SAMN07765859						S		R						S	S	S
SAMN07765860						S		S							S	S
SAMN07765861						S								S	S	S
SAMN07765862						S		S							S	S
SAMN07765863						S		R						S	S	S
SAMN07765864						S		S							S	S
SAMN07765865						S		S							S	S
SAMN07765866						S		S							S	S
SAMN07765867						S		S							S	S
SAMN07765868						S		S							S	S
SAMN07765869						S		S							S	S
SAMN07765870						S		S							S	S
SAMN07765871						S		S							S	S
SAMN07765872						S		S							S	S
SAMN07765873						S		S							S	S
SAMN07765874						S		S							S	S
SAMN07765875						S		S							S	S
SAMN07765876						S		S							S	S
SAMN07765877						S		S							S	S
SAMN07765878						S		S							S	S
SAMN07765879						S		R						S	S	S
SAMN07765880						S		S							S	S
SAMN07765881						S		S							S	S
SAMN07765882						S		S							S	S
SAMN07765883						S		S							S	S
SAMN07765884						S								S	S	S
SAMN07765885						S		R						S	S	S
SAMN07765886						R								S	S	R
SAMN07765887						S		S							S	S
SAMN07765888						S		R						S	S	S
SAMN07765889						S								S	S	S
SAMN07765890						S		S							S	S
SAMN07765891						S		S							S	S
SAMN07765892						S		S							S	S
SAMN07765893						S		S							S	S
SAMN07765894						S		S							S	S
SAMN07765895						S		S							S	S
SAMN07765896						S		S							S	R
SAMN07765897						S		S							S	S
SAMN07765898						S		S							S	S
SAMN07765899						S		S							S	S
SAMN07765900						S		S							S	S
SAMN07765901						S		S							S	S
SAMN07765902						S		S							S	S
SAMN07765904						S		S							S	S
SAMN07765905						S		S							S	S
SAMN07765906						S		S							S	S
SAMN07765908						S		S							S	S
SAMN07765909						S		S							S	R
SAMN07765910						S		S							S	S
SAMN07765911						S		S							S	S
SAMN07765912						S		S							S	S
SAMN07765913						S		S							S	S
SAMN07765915						S		S							S	S
SAMN07765916						S		S							S	S
SAMN07765917						S								S	S	R
SAMN07765918						S		S							S	S
SAMN07765919						S		S							S	S
SAMN07765920						S		S							S	S
SAMN07765921						S		S							S	S
SAMN07765922						S		S							S	S
SAMN07765923						S		S							S	R
SAMN07765924						S		S							S	S
SAMN07765925						S		S							S	S
SAMN07765926						S		S							S	S
SAMN07765927						S								S	S	R
SAMN07765928						S		S							S	S
SAMN07765929						S		S							S	S
SAMN07765930						S		S							S	S
SAMN07765931						S		S							S	S
SAMN07765932						S		S							S	S
SAMN07765933						S		S							S	S
SAMN07765934						S		S							S	S
SAMN07765935						S		S							S	S
SAMN07765936						S		S							S	S
SAMN07765937						S		S							S	S
SAMN07765938						S		R							S	R
SAMN07765939						S		S							S	S
SAMN07765940						S		R							S	R
SAMN07765941						S		S							S	S
SAMN07765943						S		S							S	S
SAMN07765944						S		S							S	S
SAMN07765945						S		S							S	S
SAMN07765946						S		S							S	S
SAMN07765947						S		S							S	S
SAMN07765949						S		S							S	S
SAMN07765950						S		S							S	S
SAMN07765951						S		S							S	S
SAMN07765952						S		S							S	S
SAMN07765953						S		S							S	S
SAMN07765954						S		R							S	R
SAMN07765955						S		S							S	S
SAMN07765956						S		S							S	S
SAMN07765957						S		S							S	S
SAMN07765958						S		S							S	S
SAMN07765959						S		S							S	S
SAMN07765960						S		S							S	S
SAMN07765961						S		S							S	S
SAMN07765962						S		S							S	S
SAMN07765963						S		S							S	S
SAMN07765964						S		S							S	S
SAMN07765965						S		S							S	S
SAMN07765966						S		S							S	S
SAMN07765967						S		S							S	S
SAMN07765968						S		S							S	S
SAMN07765969						S		S							S	S
SAMN07765970						S		S							S	S
SAMN07765971						S		S							S	S
SAMN07765972						S		S							S	S
SAMN07765973						S		S							S	S
SAMN07765974						S		R							S	S
SAMN07765975						S		S							S	S
SAMN07765976						S		S							S	S
SAMN07765977						S		R							S	R
SAMN07765978						S		S							S	S
SAMN07765979						S		S							S	S
SAMN07765980						S		S							S	S
SAMN07765981						S		S							S	S
SAMN07765982						S		S							S	S
SAMN07765983						S		S							S	S
SAMN07765984						R		S							S	R
SAMN07765985						R		R							S	S
SAMN07765986						S		S							S	S
SAMN07765987						S		S							S	S
SAMN07765988						S		S							S	S
SAMN07765989						S		S							S	S
SAMN07765990						S		S							S	S
SAMN07765991						S		S							S	S
SAMN07765992						S		S							S	S
SAMN07765993						S		S							S	S
SAMN07765994						S		S							S	S
SAMN07765995						S		S							S	S
SAMN07765996						S		S							S	S
SAMN07765997						R		S							S	S
SAMN07765998						S		S							S	S
SAMN07765999						S		S							S	S
SAMN07766000						S		S							S	S
SAMN07766001						S		S							S	S
SAMN07766002						S		S							S	S
SAMN07766003						S		S							S	S
SAMN07766004						S		S						S	S	S
SAMN07766005						S		S							S	S
SAMN07766006						S		S							S	S
SAMN07766007						S		S							S	S
SAMN07766008						S									S	S
SAMN07766009						S		S							S	S
SAMN07766010						S		R							S	R
SAMN07766012						S		S							S	S
SAMN07766013						S		S							S	S
SAMN07766014						S		S							S	S
SAMN07766015						S		S							S	R
SAMN07766016						S		S							S	S
SAMN07766017						S		R							S	R
SAMN07766018						S		S							S	S
SAMN07766019						S		S							S	S
SAMN07766020						S		S							S	S
SAMN07766021						S		S							S	S
SAMN07766022						S		S							S	S
SAMN07766023						S		S							S	S
SAMN07766024						S		S							S	R
SAMN07766025						S		S							S	S
SAMN07766026						S		S							S	S
SAMN07766027						S		S							S	S
SAMN07766028						R		S							S	
SAMN07766029						S		R							S	R
SAMN07766030						S		S							S	S
